Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
MediaDiaria: 0 = Não, 1 = Sim
MetodoObtencaoVazoes: 1 = Curva de descarga, 2 = Transferência de vazões, 3 = Soma de vazões, 4 = ADCP
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Régua Seca

Restrições da consulta:
Código da Estação:70100000


EstacaoCodigo;NivelConsistencia;Data;Hora;MediaDiaria;MetodoObtencaoVazoes;Maxima;Minima;Media;DiaMaxima;DiaMinima;MaximaStatus;MinimaStatus;MediaStatus;MediaAnual;MediaAnualStatus;Vazao01;Vazao02;Vazao03;Vazao04;Vazao05;Vazao06;Vazao07;Vazao08;Vazao09;Vazao10;Vazao11;Vazao12;Vazao13;Vazao14;Vazao15;Vazao16;Vazao17;Vazao18;Vazao19;Vazao20;Vazao21;Vazao22;Vazao23;Vazao24;Vazao25;Vazao26;Vazao27;Vazao28;Vazao29;Vazao30;Vazao31;Vazao01Status;Vazao02Status;Vazao03Status;Vazao04Status;Vazao05Status;Vazao06Status;Vazao07Status;Vazao08Status;Vazao09Status;Vazao10Status;Vazao11Status;Vazao12Status;Vazao13Status;Vazao14Status;Vazao15Status;Vazao16Status;Vazao17Status;Vazao18Status;Vazao19Status;Vazao20Status;Vazao21Status;Vazao22Status;Vazao23Status;Vazao24Status;Vazao25Status;Vazao26Status;Vazao27Status;Vazao28Status;Vazao29Status;Vazao30Status;Vazao31Status
70100000;1;01/07/2020;;1;1;171,702;4,034;28,456;8;5;1;1;1;;0;25,309;10,401;7,049;4,458;4,034;5,684;126,361;171,702;67,783;22,454;16,687;109,376;58,864;26,629;18,054;12,891;46,611;22,147;16,42;11,957;9,975;8,356;7,049;5,847;5,054;4,752;4,604;6,695;23,388;12,188;9,352;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;1;01/06/2020;;1;1;12,655;0,23;2,487;30;1;1;1;1;;0;0,23;0,23;0,308;0,395;2,651;3,897;3,372;2,429;2,113;1,914;2,882;7,049;5,365;3,372;2,429;1,914;1,457;1,372;1,29;1,21;1,058;0,986;0,848;0,783;0,66;1,457;3,897;3,372;3,001;12,655;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70100000;1;01/05/2020;;1;1;0,848;0,23;0,489;22;31;1;1;1;;0;0,395;0,395;0,602;0,395;0,602;0,395;0,395;0,602;0,395;0,602;0,395;0,395;0,395;0,395;0,395;0,395;0,395;0,395;0,395;0,493;0,602;0,848;0,848;0,848;0,848;0,602;0,493;0,395;0,35;0,268;0,23;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;1;01/04/2020;;1;1;1,818;0,395;1,076;7;29;1;1;1;0;0;1,29;1,457;1,29;0,986;1,133;1,457;1,818;1,818;1,457;1,133;0,848;0,848;1,133;1,457;1,457;1,457;1,133;1,457;1,133;0,986;0,848;0,848;0,602;0,602;0,602;0,848;0,602;0,602;0,395;0,602;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70100000;1;01/03/2020;;1;1;4,752;0,848;2,248;1;27;1;1;1;0;0;4,752;4,458;4,173;3,763;3,5;3,123;2,429;3,123;2,429;2,216;1,818;2,216;1,818;1,457;1,818;2,651;3,123;3,63;2,429;1,818;1,457;1,457;1,457;1,457;1,457;1,133;0,848;0,848;0,848;0,848;1,133;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;1;01/02/2020;;1;1;48,362;2,539;12,647;8;23;1;1;1;0;0;7,412;8,163;7,412;7,049;41,539;27,98;44,041;48,362;29,363;18,615;17,501;15,891;13,859;12,42;7,049;5,684;5,684;4,458;4,173;3,763;3,246;2,651;2,539;2,651;3,63;5,523;5,847;5,365;4,902;;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;
70100000;1;01/01/2020;;1;1;95,555;0,986;15,056;4;1;1;1;1;;0;0,986;5,684;16,42;95,555;16,956;14,859;9,766;24,661;15,371;8,551;7,049;6,35;5,684;6,695;5,684;7,049;8,551;6,695;5,684;6,695;3,897;3,372;3,63;72,824;51,046;19,183;7,412;6,695;8,163;8,163;7,412;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;1;01/12/2019;;1;1;20,938;0,848;2,666;18;30;1;1;1;;0;2,429;2,216;2,216;2,216;1,818;1,818;1,818;1,457;1,457;1,457;1,818;1,457;1,457;1,457;1,133;1,29;8,748;20,938;3,63;3,372;3,123;3,123;2,216;1,818;1,457;1,457;1,133;1,133;1,29;0,848;0,848;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
70100000;1;01/11/2019;;1;1;100,723;3,123;14,118;5;26;1;1;1;;0;62,461;13,371;9,352;15,371;100,723;31,495;18,054;18,054;10,617;23,388;16,42;7,783;8,163;10,617;10,187;7,783;6,695;5,054;4,173;4,173;3,372;3,63;3,63;3,897;3,897;3,123;4,458;6,013;4,458;3,123;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
70100000;1;01/10/2019;;1;1;112,313;1,457;14,288;31;2;3;3;3;;0;1,632;1,457;1,818;1,818;2,012;95,089;17,501;9,352;5,365;3,897;2,882;2,216;18,898;21,538;20,345;16,42;13,859;7,412;3,372;2,216;2,216;2,216;4,752;4,752;4,173;10,617;19,471;20,938;6,695;5,684;112,313;;;;;;;;;;;;;;;;3;3;3;;;;;;;;3;;;;;;
